0,0,0,0.1019469932771435
0,0,1,0.0051116157261561455
0,0,2,0.011404674064614725
0,0,3,0.006492194352147124
0,1,0,0.0051116157261561455
0,1,1,0.003927159480371936
0,1,2,-0.018761612385065116
0,1,3,-0.03849150571897707
0,2,0,0.011404674064614727
0,2,1,-0.018761612385065112
0,2,2,0.00022080561766113505
0,2,3,-0.02693745092591778
0,3,0,0.006492194352147124
0,3,1,-0.03849150571897707
0,3,2,-0.02693745092591778
0,3,3,0.005087126511865374
1,0,0,-0.0015118563391174084
1,0,1,0.02232868211209594
1,0,2,-0.052704543924914
1,0,3,-0.026315828321193238
1,1,0,0.02232868211209594
1,1,1,0.09113543432593832
1,1,2,0.007102001198987726
1,1,3,0.03826552293751989
1,2,0,-0.05270454392491401
1,2,1,0.007102001198987726
1,2,2,0.0004892122692553933
1,2,3,-0.030379382750664697
1,3,0,-0.026315828321193238
1,3,1,0.03826552293751989
1,3,2,-0.030379382750664697
1,3,3,0.0015907584920920768
2,0,0,-0.001094913780553694
2,0,1,-0.04135912473253893
2,0,2,0.036642465892039816
2,0,3,-0.036340491342730374
2,1,0,-0.04135912473253893
2,1,1,0.006301372550914404
2,1,2,0.010124543297786118
2,1,3,-0.05242971421955353
2,2,0,0.03664246589203983
2,2,1,0.010124543297786118
2,2,2,0.09922710152837272
2,2,3,0.02327559350601676
2,3,0,-0.036340491342730374
2,3,1,-0.05242971421955353
2,3,2,0.02327559350601676
2,3,3,0.005653167300246711
3,0,0,-0.0014612834547123588
3,0,1,-0.022533731286718133
3,0,2,-0.04129342003784195
3,0,3,0.009031846592847271
3,1,0,-0.022533731286718133
3,1,1,0.0011869548301100263
3,1,2,-0.014976259148916347
3,1,3,0.0217506080102578
3,2,0,-0.04129342003784195
3,2,1,-0.014976259148916343
3,2,2,0.00032747938305695973
3,2,3,0.005407271102785986
3,3,0,0.009031846592847271
3,3,1,0.021750608010257803
3,3,2,0.005407271102785986
3,3,3,0.09256053400913075
