1.000120631534871851e+00,-3.400132722862065811e-18,-3.811060564220185021e-01,-3.553129008075762707e-01,-1.527577630044761603e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.870072997574136100e-17,1.349450574301635231e-01
-3.400132722862065811e-18,1.000120631534872961e+00,1.536142748971777933e-03,-1.946275460511405764e-01,-6.295044726090777421e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.575531653509121943e-01,2.788108832746893911e-16
-3.811060564220185021e-01,1.536142748971777933e-03,1.000120631534872739e+00,4.176289094257181200e-01,2.392142321684018746e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.676689667756861611e-03,1.604803800812942827e-01
-3.553129008075762707e-01,-1.946275460511405764e-01,4.176289094257181200e-01,1.000120631534871185e+00,9.811833606167057187e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.993104588270422362e-01,3.207594525629296756e-02
-1.527577630044761603e-01,-6.295044726090777421e-03,2.392142321684018746e-01,9.811833606167057187e-02,1.000120631534874072e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.277873600272181595e-03,9.242246682017737358e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999999547e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999999547e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999999547e-07,0.000000000000000000e+00,0.000000000000000000e+00
1.870072997574136100e-17,-8.575531653509121943e-01,-1.676689667756861611e-03,1.993104588270422362e-01,7.277873600272181595e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000120631534872517e+00,3.536138031776548351e-16
1.349450574301635231e-01,2.788108832746893911e-16,1.604803800812942827e-01,3.207594525629296756e-02,9.242246682017737358e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.536138031776548351e-16,1.000120631534872517e+00
